	sentence	word_labels
199	YÖK Başkanı Gürüz , türban konusunda bugüne kadar sergiledikleri tavırlarında bir değişiklik olmayacağını , yasalar neyi emrediyorsa onu yapacaklarını söyledi	I-ORG O I-PER O O O O O O O O O O O O O O O O O
200	Başbakan'ın türban konusunda rektörlerle bir zirve yaptığından da haberi olmadığını hatırlattı	O O O O O O O O O O O
201	Dün akşama kadar Başbakan'la görüştüğünü teyid eden bir rektör de bulamadık	O O O O O O O O O O O
202	Yoktur demiyoruz ama kimler olduğunu gerçekten merak ediyoruz	O O O O O O O O
203	Bu arada Başbakanlık Teftiş Kurulu'nun yayınladığı rapor da çok ilginç	O O I-ORG I-ORG I-ORG O O O O O
204	Türban konusunda daha tutarlı davranılması ve yasalardan taviz verilmemesi gerektiğine dikkat çekiyor	O O O O O O O O O O O O
205	Oysa bunu ilk delen Başbakan'ın ta kendisi oluyor	O O O O O O O O
206	Başbakan Yılmaz'a ayrıca altında imzası bulunan Milli Güvenlik Kurulu kararlarını da hatırlatma gereği bile duymuyoruz	O I-PER O O O O I-ORG I-ORG I-ORG O O O O O O
207	Türban konusunda siyasiler aradan çekilse eminim her şey çok daha kolay olacak	O O O O O O O O O O O O
208	5 yıldır derslerimde her zaman türbanlı oldu ve hiç sorun yaşanmadı	O O O O O O O O O O O
209	Diğer üniversitelerde de durum farklı değildi	O O O O O O
210	Ne zaman istimar edilmeye başlandı	O O O O O
211	Ortalık karıştı	O O
212	"BAŞBAKAN Yılmaz , arkadaşımız Fikret Bila'ya yaptığı geçmiş olsun ziyaretinde , üniversitelerde başörtüsü konusunda yumuşak davranmak lazım "" demiş"	O I-PER O O I-PER I-PER O O O O O O O O O O O O O
213	Hatta devlet dairelerinde hizmetli statüsündeki kadınların da başörtüsü takabilmesi gerektiğini söylemiş	O O O O O O O O O O O
214	CHP'nin bile başörtülü kadın seçmenlerle diyalog kanalları açmak gereğini duyduğu bir ortamda , ANAP'ın kararlı ve içerikli davranması lazımdır	I-ORG O O O O O O O O O O O O I-ORG O O O O O
215	"Türkiye'de etnik ve itikadi değerlerin aşırı politize olmasını istemiyorsak , sağ "" sağ "" olmayı , sol "" sol "" olmayı başarmalıdır"	I-LOC O O O O O O O O O O O O O O O O O O O O O
216	"1960'TAN beri askeri müdahalelerle bu sağ ve sol iki büyük şemsiyeyi parçaladığımız içindir ki , bugün Türkiye hem "" yönetilemiyor "" , hem de itikadi ve etnik duygular fazla politize oluyor"	O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O O O
217	Halbuki siyaset sosyologları ; büyük siyasi şemsiyelerin zayıflatılması halinde , alt kimliklerin politize olacağını ve hatta ulusal birliğin tehlikeye gireceğini yıllar önce yazmışlardı	O O O O O O O O O O O O O O O O O O O O O O O
218	399 vd .	O O O
219	) .	O O
220	"Demek ki , Mills'in deyimiyle "" sosyolojik muhayyile "" olmayınca , böyle bugün için kaş yaparken , yarın için göz çıkarılıyor"	O O O I-PER O O O O O O O O O O O O O O O O O
221	Laik üniversiteyi başörtülü kızlara yasaklamakla da kaş yaparken göz çıkarıyor olmayalım	O O O O O O O O O O O
222	Bu soruya önyargılı BÇG raporlarıyla cevap verilemez	O O O I-ORG O O O
223	Ne demek bu	O O O
224	"Max Weber göstermiştir ki , bunun anlamı , Avrupa'da da yaşandığı gibi , dini itikadın ve vicdanın "" bireyleşmesi'dir , modernleşme ve sekülerleşme sürecine katılımdır"	I-PER I-PER O O O O O O I-LOC O O O O O O O O O O O O O O O O
225	""" 1. Ulusal Sosyoloji Kongresi'ne sunulan bilimsel tebliğlerde de türbanın "" modernleşmeye kendi usulünde bir katılım "" ve hatta "" geleneksellikten bir tür emansipasyon "" olduğu ifade edilmiştir"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
226	( Cilt 2 , sf	O O O O O
227	623 vd .	O O O
228	) .	O O
229	"Ama bizim "" devletçi seçkinler'in gözünde "" dağda odun toplayan başörtülü bacılarımız "" iyidir de , gelenekten emansipasyon "" sürecindeki üniversiteli kız kötüdür"	O O O O O O O O O O O O O O O O O O O O O O O
230	Kaş yaparken göz çıkarmanın daniskası	O O O O O
231	ÖZAL'IN partisi ; bu tür bilimsel raporlar hazırlattırarak MGK'da , hükümette ve kamuoyunda kendi görüşlerini savunmalıydı	I-PER O O O O O O O I-ORG O O O O O O O
232	Ama ANAP resmi ideolojinin kavramlarıyla konuşmuş , farklı , liberal ve sosyal bilim kavramlarıyla konuşma imkanını elinden kaçırmıştır	O I-ORG O O O O O O O O O O O O O O O O
233	Ve küçülmektedir işte	O O O
234	"Şimdi Mesut Yılma z'ın sözleri ANAP'ın "" kendine dönmesi "" için umut verici bir başlangıç olmalıdır"	O I-PER I-PER O O I-ORG O O O O O O O O O O
235	ANAP ( ve DYP ) sosyologların analizlerine sahip çıkmalı , bunun bir irtica - ilericilik ikilemi değil , çok yönlü ve insani bir mesele olduğunu savunmalıdır	I-ORG O O I-ORG O O O O O O O O O O O O O O O O O O O O O O
236	Rejim açısından sorun şudur : Başörtüsünde duyarlı milyonlarca seçmenin oyunu sağ partiler alsın mı , almasın mı	O O O O O O O O O O O O O O O O O
237	Ya da , CHP , HADEP'ten oy çeksin mi , çekmesin mi	O O O I-ORG O I-ORG O O O O O O
238	CHP Lideri Deniz Baykal :	I-ORG O I-PER I-PER O
239	- Bu seçimde en az yüzde 24 oy alacağız , bunun altına düşersek şaşarım , dedi ve CHP'nin bu seçimde barajın altında kalacağı endişesinde olanların yüreğine bol su serpti	O O O O O O O O O O O O O O O O O I-ORG O O O O O O O O O O O
240	Deniz Bey bu rakamı nereden buldu	I-PER O O O O O
241	"Martin Luther King'in "" Dün gece bir rüya gördüm ."	I-PER I-PER I-PER O O O O O O O
242	""" diye başlayan nutuklarından mı esinlendi , yoksa yardımcısı anket uzmanı Bülent Tanla'ya gizli bir araştırma mı yaptırdı"	O O O O O O O O O O O O O O O O O O
243	Bilmiyoruz	O
244	O nedenle birdenbire ortaya çıkan yüzde 24 oranına şaşırıyoruz	O O O O O O O O O
245	Kim olsa şaşırır	O O O
246	İktidarı istediğiniz tarihte seçime zorlayacak kadar güçlü olacaksınız	O O O O O O O O
247	Ama bu gücünüzü halk lehine hiç kullanmayacaksınız	O O O O O O O
248	Mesela	O
249	Memura yüzde 20 sadaka verilmesine hükümet ortağı DTP kadar ses çıkarmayacaksınız ,	O O O O O O O I-ORG O O O O
250	Özelleştirmenin iyice yağmaya dönüşmesine sessiz kalacaksınız ,	O O O O O O O
251	Ekmeğin 1 liracık olsun ucuzlatılması için çaba göstermeyeceksiniz ,	O O O O O O O O O
252	Eğitim , sağlık , konut gibi ana sorunlarda ne gibi yeni projeleriniz olduğunu , bu projeleri hangi kaynaklardan finanse edeceğinizi kimse bilmeyecek ,	O O O O O O O O O O O O O O O O O O O O O O O
253	Birkaç göstermelik rapor hazırlayıp rafa koyacak , içeriği bilinmeyen bu raporları hayata geçirmek gibi bir çabada bulunmayacaksınız ,	O O O O O O O O O O O O O O O O O O
254	Türban gibi kritik konularda ortada hiç görünmeyeceksiniz ,	O O O O O O O O
255	Partinizin yüzde 10 oy aldığı geçen seçimden bu yana kadrolarınızda ve politikalarınızda bir değişikliğe rastlanmayacak ,	O O O O O O O O O O O O O O O O
256	Muhalefet görevini akşamları 1'er dakikalık TV demeçleriyle geçiştireceksiniz ,	O O O O O O O O O
257	Ve önümüzdeki seçimde yüzde 24'ün üzerinde oy alacaksınız	O O O O O O O O
258	Böyle bir mucizeye kim olsa şaşırır	O O O O O O
259	Hatta şapka çıkarır	O O O
260	Mesut'un oyunu	I-PER O
261	Başbakan Mesut Yılmaz , dün gazetemizin manşetinde yer alan sözlerinde diyor ki : - Bana göre üniversitelerde başörtüsü konusunda yumuşak bir tutum takınmak lazım	O I-PER I-PER O O O O O O O O O O O O O O O O O O O O O
262	İstanbul'daki üniversite dekanları ile bu konuda yaptığımız görüşmeler olumlu sonuç verdi	I-LOC O O O O O O O O O O
263	Çünkü konu rektörleri ilgilendiriyor	O O O O
264	Dün soruşturduk	O O
265	Doğru söylemiyor	O O
266	Ama daha vahimi , bir başbakandan beklenmeyecek kadar ucuz ve tehlikeli kışkırtıcılık yapıyor	O O O O O O O O O O O O O
267	YÖK bu yıl , Anayasa Mahkemesi ve Danıştay kararları ile mevcut yasalardan esinlenerek bütün üniversitelerde uygulanmak üzere yeni kurallar koydu	I-ORG O O O I-ORG I-ORG O I-ORG O O O O O O O O O O O O
268	Kayıtlar bu kurallar içinde yapıldı	O O O O O
269	Pek çok türbanlı öğrenci bu kurallara uydu	O O O O O O O
270	Birkaç küçük protestoya rağmen	O O O O
271	Kayıtlar büyük olgunluk ve sükunet içinde tamamlandı	O O O O O O O
272	Başbakan Mesut Yılmaz yukardaki sözleriyle üniversiteler açıldığında türban eylemi yapmayı planlayan grupları kışkırtıyor	O I-PER I-PER O O O O O O O O O O
273	Rektörleri esnek davranmamakla suçlayarak ( bu esnekliğin sınırı neyse ) onları eylemci gruplara hedef gösteriyor	O O O O O O O O O O O O O O O
274	Türban konusunda YÖK'ü destekleyen Agah Oktay Güner ve Yaşar Okuyan gibi yardımcılarını da ofsayta düşürüyor	O O I-ORG O I-PER I-PER I-PER O I-PER I-PER O O O O O
275	Sorumlu bir Başbakan .	O O O O
276	halkın din duygularını gıdıklamak .	O O O O O
277	türbancı grupları rektörlere karşı kışkırtmak yerine	O O O O O O
278	TBMM'ye yeni bir yasa sevkederek istediği modeli yasalaştırmaya bakardı	I-ORG O O O O O O O O
279	Mesut Bey oralı değil	I-PER O O O
280	"Yıllar önce bir yemekte Mesut Bey'e neden "" laiklik "" sözünü hemen hiç ağzına almadığını sormuştuk"	O O O O I-PER O O O O O O O O O O O
281	Laiklik sözcüğünün özellikle kırsal kesimde tepki uyandırdığını ( .	O O O O O O O O O
282	) söylemişti bize	O O O
283	"Birkaç yıl önce de Refah Partisi'yle birlikte Anayasa'nın "" devlet yönetimi din kurallarına dayandırılamaz "" diyen 24'üncü maddesini değiştirmeye kalkışmışlardı"	O O O O I-ORG I-ORG O O O O O O O O O O O O O O
284	Yoldan zor döndürüldü	O O O
285	Mesut Bey'in laiklik konusunda hiçbir hassasiyeti yoktur	I-PER O O O O O O
286	Oy avcılığı uğruna her türlü din istismarına başvurabilir	O O O O O O O O
287	"Ancak yine de "" Üniversite kapısında Allah'ın kanunları mı uygulanacak , yoksa TBMM'nin kanunları mı ."	O O O O O O O O O O O O I-ORG O O O
288	""" dayatmasıyla Cumhuriyet yasalarını delmeye yeltenen grupların yanında yer alacağını düşünmemiştik"	O O O O O O O O O O O
289	Bunu da gördük	O O O
290	Meteorolog reis	O O
291	ABD'de Kızılderililerin yaşadığı bölgede film çekiliyor	I-LOC O O O O O
292	Rejisör soruyor : - Yarın hava nasıl olacak çocuklar , bilen var mı	O O O O O O O O O O O O O
293	Çekimi kenardan seyreden yaşlı bir kızılderili ses veriyor : - Yarın hava hafif yağmurlu	O O O O O O O O O O O O O O
294	Gerçekten ertesi gün yağmur yağıyor	O O O O O
295	Rejisör o günden sonra havayı sürekli yaşlı Kızılderiliye soruyor	O O O O O O O O O
296	Koca Reis'in tahminleri her defasında tam tutuyor	O O O O O O O
297	Derken yaşlı Kızılderili birkaç gün ortadan kayboluyor	O O O O O O O
298	Tekrar göründüğünde rejisörün aklına hava geliyor	O O O O O O
299	Soruyor : - Yarın hava nasıl Koca Reis	O O O O O O O O
300	Reis üzgün : - Bilmiyorum , diyor , radyom kırıldı	O O O O O O O O O O
301	Karamürsel'e	I-LOC
302	Zonguldak Çaycuma'da ticaretle uğraşan okurumuz Maksut Çavdar geçenlerde Karamürsel'e gitmiş	I-LOC I-LOC O O O I-PER I-PER O I-LOC O
303	Bu şirin ilçemizde görkemli Atatürk heykelini görünce hayran kalmış	O O O O I-PER O O O O
304	Ancak heykele yaklaşınca granit kaidesinde çok çirkin yazılar , resimler farketmiş	O O O O O O O O O O O
305	İki hafta sonra aynı ilçeye tekrar gittiğinde bu görüntünün hiç değişmediğini görmüş	O O O O O O O O O O O O
306	Bizim aracılığımızla Karamürsel Kaymakamı , Belediye Başkanı ve diğer yetkililere sesleniyor : - İlçenize yakışmayan bu çirkinliği ne zaman temizleyeceksiniz	O O I-LOC O O O O O O O O O O O O O O O O O
307	RUSYA siyasal badireyi atlattı sayılır	I-LOC O O O O
308	"Duma'nın ( Meclis ) muhalefeti nedeni ile Başbakan olma şansını kaybeden Viktor Çernomırdin'in "" veda "" konuşmasında işaret ettiği "" darbe veya kanlı olaylar "" tehlikesi , en azından şimdilik , geride kaldı"	I-ORG O O O O O O O O O O I-PER I-PER O O O O O O O O O O O O O O O O O O O O
309	Moskova'daki son 3 haftalık krizin siyasal faturasını ödeyen taraf , Duma'nın artan etkinliğine boyun eğen Cumhurbaşkanı Boris Yeltsin oldu	I-LOC O O O O O O O O O I-ORG O O O O O I-PER I-PER O
310	Diğer bir deyişle bu kavgayı Komünist Partisi'nin hakim olduğu Meclis kazandı , Anayasa'nın kendisine tanıdığı geniş yetkilere rağmen otoritesi adamakılla zayıflayan Yeltsin kaybetti	O O O O O I-ORG I-ORG O O O O O O O O O O O O O O I-PER O
311	Yevgeni Primakov işte böyle bir ortamda Başbakanlık koltuğuna oturuyor	I-PER I-PER O O O O O O O
312	Şimdilik Duma'nın desteğini kazanan ve komünistleri de içine alan yeni hükümetin iş başına geçmesi ile krizin hiç olmazsa siyasal yanı halledilmiş oluyor	O I-ORG O O O O O O O O O O O O O O O O O O O O
313	YA ekonomik yanı	O O O
314	Çöküntünün eşiğine gelen Rus ekonomisini yeniden toparlamak - herhangi bir iktidar için - son derece güç bir iş	O O O O O O O O O O O O O O O O O O
315	Daha açık bir ifade ile , Primakov şimdi Rusya'nın geldiği kavşakta , tercihini yapmak durumundadır : Ya liberal ekonomik sistemi ve bunu sağlayacak reformları tam olarak hayata geçirecek , ya da daha merkeziyetçi ve devletçi yöntemlere dönecek	O O O O O O I-PER O I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
316	Duma'da ve şimdi hükümette etkin bir durumda bulunan komünistler , ikinci yolun seçilmesi için baskı yapacaklardır	I-ORG O O O O O O O O O O O O O O O
317	Buna karşılık reformcu kanat karşı çıkacak , ayrıca IMF gibi kuruluşlar ve Batılı ülkeler , serbest piyasa ekonomisinden uzaklaşması halinde Rusya'ya gereken desteği sağlamaktan çekinecektir	O O O O O O O O I-ORG O O O O O O O O O O O I-LOC O O O O
318	Kısacası Primakov şimdi iki ateş arasındadır	O I-PER O O O O
319	Seçeceği yol ne olursa olsun , hedefe ulaşmak ( yani ekonomiyi bugünkü perişan halinden kurtarmak ) çok zor olacaktır	O O O O O O O O O O O O O O O O O O O
320	"ÖNCEKİ akşam İstanbul'da , Dış Ekonomik İlişkiler Kurulu "" DEİK'in düzenlediği bir toplantıda , Rusya'daki durum ve bunun Türk - Rus ekonomik ilişkileri üzerindeki etkileri konusunda söylenenleri , genelde Rusya'da ve dış merkezlerde yapılan değerlendirmelere göre , oldukça iyimser bulduk"	O O I-LOC O I-ORG I-ORG I-ORG I-ORG O I-ORG O O O O I-LOC O O O O O O O O O O O O O O I-LOC O O O O O O O O O O
321	Onlara göre , Rusya bugünkü hali ile de , yatırımcılar , müteahhitler ve tüccarlar için cazip bir ülke olmaya devam ediyor	O O O I-LOC O O O O O O O O O O O O O O O O O
322	"Örneğin , Laleli'deki faaliyetin "" yerinde pazarlamak , hatta üretmek "" yöntemi ile sürdürülmesi , gibi"	O O I-LOC O O O O O O O O O O O O O
323	Toplantıya katılanlar arasında Rusya ile işi olanların bir kısmı ( özellikle rublenin çöküşünden , siparişlerin ve ödemelerin aksamasından zarar görenler ) bu kadar iyimser değiller	O O O I-LOC O O O O O O O O O O O O O O O O O O O O O
324	Ama onlar da Rusya'nın , sahip olduğu potansiyel sayesinde , eninde sonunda toparlanacağını umuyorlar	O O O I-LOC O O O O O O O O O O
325	DEİK'in bu toplantısında konuşan Devlet Bakanı Güneş Taner'in gözlemleri ve görüşleri daha gerçekçi	I-ORG O O O O O I-PER I-PER O O O O O
326	Onun deyişi ile , Rusya'da durum umutsuz değil , ama oldukça zor	O O O O I-LOC O O O O O O O
327	Türkiye'nin bundan etkilenmemesi mümkün değil	I-LOC O O O O
328	Ancak alınacak önlemlerle olumsuz etkiler azaltılabilir	O O O O O O
329	Örneğin Bakan , yakında Primakov hükümetine belirli şartlarla ticareti ruble esası üzerinde yapmayı önereceğini açıkladı	O O O O I-PER O O O O O O O O O O
330	Taner'in vurguladığı önemli bir nokta da şu : Yeni Rus hükümetinin ekonomik alanda politikası , komünizme veya devletçiliğe dönüş şeklinde olamaz	I-PER O O O O O O O O O O O O O O O O O O O O
331	Rusya reform politikasını sürdürmek zorundadır	I-LOC O O O O
332	Öte yandan , ABD , Batılı ülkeler , IMF , Rusya'nın çökmesine izin vermezler	O O O I-LOC O O O O I-ORG O I-LOC O O O
333	Tabii Rusya'nın yön değiştirmemesi ve kendisine düşeni yapması koşulu ile	O I-LOC O O O O O O O O
334	Dünyayı iyi bilen eski Dışişleri Bakanı , bugünkü Başbakan Primakov , yolunu seçerken herhalde bu gerçeği de hatırlayacaktır	O O O O O O O O O I-PER O O O O O O O O
335	İKİ hafta sonra Almanya'da seçim var	O O O I-LOC O O
336	"Almanya'nın onaltı yıllık Başbakanı Kohl "" eskiyen yüzüne rağmen "" yine seçimi alabilecek mi"	I-LOC O O O I-PER O O O O O O O O O
337	Yoksa Schmidt'ten sonra başbakan çıkaramayan sosyal demokratlar bu kez iktidar olabilecek mi	O I-PER O O O O O O O O O O
338	Her şey iki hafta sonra belli olacak	O O O O O O O
339	"Almanya'daki seçim kampanyasında "" sık sık Türkiye gündeme geliyor ."	I-LOC O O O O O I-LOC O O O
340	""""	O
341	"Almanya "" bizimle "" fazlasıyla ilgili"	I-LOC O O O O O
342	Tabii biz de Almanya ile	O O O I-LOC O
343	"Bu "" girişten "" sonra gelelim , asıl konumuza"	O O O O O O O O O
344	"Cumhurbaşkanı Demirel "" Almanya'ya nasıl bakıyor ."	O I-PER O I-LOC O O O
345	""""	O
346	"Alman seçimlerinde oy kullanacak olan "" yüzaltmış bin insanımıza "" ne diyor"	O O O O O O O O O O O O
347	CUMHURBAŞKANI : - Almanya'da yaşayan ve Alman seçimlerinde oy kullanma hakkı bulunan yüzatmışbin insanımız oylarını bulundukları bölgenin durumuna göre kullanacaklardır	O O O I-LOC O O O O O O O O O O O O O O O O
